1
264:	27
92:	0
2
926:	8
225:	0
898:	0
972:	0
146:	0
1013:	0
1020:	0
3
1080:	54
4
621:	17
601:	5
770:	0
1156:	0
907:	0
1072:	0
5
152:	6
241:	1
6
186:	1
93:	0
118:	0
7
192:	1
747:	1
908:	1
821:	1
544:	0
8
928:	0
9:	0
12:	0
1128:	0
9
323:	5
920:	0
10
472:	0
11
272:	7
243:	0
12
478:	4
841:	2
852:	0
460:	0
454:	0
13
447:	1
224:	0
677:	0
263:	0
556:	0
555:	0
268:	0
679:	0
510:	0
14
1052:	4
15
126:	29
496:	6
1069:	5
163:	4
1024:	2
977:	2
113:	2
264:	1
618:	1
1030:	0
394:	0
908:	0
909:	0
143:	0
916:	0
919:	0
921:	0
542:	0
289:	0
292:	0
38:	0
40:	0
307:	0
311:	0
1141:	0
960:	0
196:	0
970:	0
344:	0
990:	0
685:	0
994:	0
1124:	0
1000:	0
745:	0
1020:	0
751:	0
117:	0
959:	0
124:	0
16
322:	0
17
607:	2
18
471:	2
1013:	0
1150:	0
19
25:	4
1144:	0
20
898:	263
1113:	33
972:	19
471:	15
1020:	7
990:	5
1129:	3
1013:	3
584:	2
953:	1
289:	1
431:	1
883:	1
1024:	0
781:	0
124:	0
786:	0
27:	0
163:	0
171:	0
1069:	0
307:	0
696:	0
313:	0
568:	0
344:	0
751:	0
754:	0
756:	0
509:	0
1150:	0
21
696:	0
1017:	0
22
298:	0
23
863:	17
967:	5
880:	0
891:	0
639:	0
24
347:	21
251:	21
373:	9
1112:	3
834:	0
585:	0
939:	0
144:	0
276:	0
759:	0
377:	0
604:	0
605:	0
25
480:	5
905:	4
376:	1
448:	0
973:	0
210:	0
563:	0
564:	0
26
1040:	19
471:	1
258:	0
751:	0
280:	0
829:	0
27
566:	10
207:	9
303:	3
576:	2
829:	2
471:	2
1035:	1
1132:	1
561:	1
695:	1
1040:	0
755:	0
148:	0
509:	0
979:	0
28
1183:	4
864:	1
201:	0
29
481:	1
485:	0
683:	0
1103:	0
816:	0
852:	0
1016:	0
634:	0
380:	0
30
1134:	10
867:	2
606:	0
31
172:	18
767:	1
770:	0
547:	0
1156:	0
204:	0
907:	0
1132:	0
828:	0
32
258:	0
422:	0
33
648:	2
1053:	1
1091:	0
452:	0
212:	0
599:	0
1151:	0
34
609:	6
630:	4
35
544:	9
358:	4
196:	0
36
68:	12
559:	5
38
396:	33
39
115:	97
541:	6
665:	0
40
813:	1
852:	0
518:	0
41
1142:	5
42
240:	339
180:	58
368:	6
43
837:	4
144:	1
294:	0
373:	0
347:	0
604:	0
44
414:	6
299:	4
331:	4
997:	3
1063:	2
873:	1
536:	0
45
1048:	1
307:	0
292:	0
550:	0
46
285:	1
928:	0
1028:	0
1033:	0
209:	0
819:	0
916:	0
47
1190:	9
841:	1
482:	0
454:	0
936:	0
522:	0
780:	0
663:	0
664:	0
380:	0
222:	0
447:	0
48
453:	3
778:	1
430:	1
424:	0
169:	0
140:	0
973:	0
943:	0
712:	0
28:	0
49
1000:	4
279:	1
994:	0
50
27:	3
165:	0
38:	0
781:	0
51
508:	22
169:	1
150:	1
865:	0
973:	0
1016:	0
52
331:	12
